Backup ID,Backup Size(MB),dataTranTime(us/MB),fpTime(ms/MB),freqTime(ms/MB),firstDedupTime(ms/MB),secondDedupTime(ms/MB),total_dedupTime(ms/MB),sfTime(ms/MB),checkTime(ms/MB),lz4compressTime(ms/MB),deltacompressTime(ms/MB),encTime(ms/MB),Total size(MB)
6,475.41,0.207212,0.902914,0.0242723,0.0745601,0.541163,1.54291,5.0466,0.10156,0.820964,0.726955,0.181871,2525.048828
7,333.418,0.210293,0.904683,0.0264995,0.0771851,0.569818,1.57818,5.3676,0.109158,0.868197,0.777793,0.191178,2858.466797
8,350.195,0.207492,0.902928,0.0251059,0.0794727,0.578151,1.58566,5.51443,0.11395,0.886099,0.817633,0.193402,3208.662109
9,350.195,0.208138,0.90237,0.0247221,0.0760854,0.52107,1.52425,4.97203,0.103673,0.798856,0.739084,0.174298,3558.857422
10,360.557,0.20999,0.902389,0.0236213,0.0760596,0.485776,1.48785,4.65247,0.0980968,0.74692,0.70215,0.162507,3919.414062
11,297.832,0.208245,0.902271,0.0232609,0.0758379,0.460907,1.46228,4.41875,0.0940699,0.70858,0.679628,0.153953,4217.246094
12,297.686,0.208822,0.902469,0.0240023,0.0770805,0.455734,1.45929,4.35146,0.094115,0.693907,0.680137,0.152345,4514.931641
13,484.023,0.210085,0.903107,0.0244411,0.0753565,0.417318,1.42022,3.97057,0.0874981,0.630362,0.633168,0.139251,4998.955078
14,498.467,0.207695,0.902386,0.0239514,0.075817,0.406196,1.40835,3.86658,0.0870537,0.603407,0.628715,0.134507,5497.421875
15,498.555,0.209399,0.902417,0.0239259,0.0760787,0.391786,1.39421,3.72922,0.0854515,0.577768,0.61489,0.129256,5995.976562
16,368.594,0.207928,0.902546,0.0243641,0.0775895,0.39977,1.40427,3.81913,0.0883499,0.593061,0.613362,0.131654,6364.570312
17,366.436,0.209097,0.902847,0.0247243,0.0773159,0.388275,1.39316,3.71379,0.0868716,0.573882,0.594223,0.127453,6731.005859
18,366.455,0.210158,0.902865,0.0246365,0.0789788,0.380722,1.3872,3.58793,0.0845254,0.55582,0.578885,0.123198,7097.460938
19,358.242,0.211078,0.903381,0.0247287,0.0795411,0.368847,1.3765,3.47313,0.0824904,0.53886,0.567891,0.119382,7455.703125
