#Backup ID,Backup Online Processtime(s),Online Load Times,Online Delta num,Online Size,Offline Size,Offline Delta times,Offline Decompress times,Offline Delete times,Logic chunk num,Unique chunk num,FpIndex size,SfIndex size,Localmap size,Coldmap size,Deltamap size,total logical size,offline_time,online_dedupReduce,online_lz4Reduce,online_deltaReduce,offlineDelta_diff,offlineDelta_sum,offlineReDelta_sum,offlineRelz4_sum,_sum_Delta_size,_sum_Lz4_size
60,8.37959,0,0,2247303124,2059929508,41168808,38856902,86805,21409582,2535174,202813920,36835456,147968128,329784281,77104288,176770754560,915.779,152758363219,10344960222,0,-11607501611,187373616,19737707576,12679344638,1071843027,988086481
61,8.36613,0,0,2268425315,2073089804,42326643,39978152,88788,21758839,2573456,205876480,37024768,150309632,339056876,78301600,179671726080,915.245,155295015165,10500783989,0,-11802837122,195335511,20314550404,12880743472,1077906350,995183454
62,8.36877,0,0,2284517901,2105951693,43484219,41098734,90928,22110179,2612534,209002720,37371328,152677760,348328176,79517536,182588170240,911.998,157841922396,10658892821,0,-11981403330,178566208,20896316605,13083331983,1101928653,1004023040
63,8.39766,0,0,2316214984,2133474804,44699629,42277354,92906,22458283,2651107,212088560,37640704,155032448,358061346,80722080,185476454400,936.43,160362931447,10815904639,0,-12164143510,182740180,21496907733,13285925280,1121781770,1011693034
64,8.44173,0,0,2342897836,2151844134,45933879,43474986,94952,22807536,2689545,215163600,37935552,157376128,367945560,81922272,188373995520,970.64,162894770613,10972183561,0,-12355197212,191053702,22107433958,13487421509,1132224297,1019619837
65,8.33912,0,0,2358825379,2155213490,47195986,44700834,96880,23153242,2727239,218179120,38165376,159696832,378052056,83107008,191239946240,965.773,165399930110,11125993539,0,-12558809101,203611889,22725106652,13687984985,1129175884,1026037606
66,8.30219,0,0,2360467687,2174976351,48484798,45953479,98829,23501375,2764639,221171120,38347456,162011648,388372297,84289472,194128947200,975.863,167931235287,11278435125,0,-12744300437,185491336,23343814363,13887804538,1143504101,1031472250
67,8.29718,0,0,2380231977,2196571460,49783079,47215609,100779,23849800,2802055,224164400,38531392,164325440,398768295,85469792,197020743680,994.771,170465260461,11430950805,0,-12927960954,183660517,23960462665,14087567636,1159606682,1036964778
68,8.49525,0,0,2405096444,2223401670,51069925,48465967,102804,24197521,2840113,227209040,38739328,166660736,409073180,86660224,199907051520,1006.26,172987555974,11586438148,0,-13109655728,181694774,24585142502,14289128815,1179473087,1043928583
69,8.42658,0,0,2433010074,2248826097,52394943,49754347,104873,24546857,2878491,230279280,39025344,169005568,419683669,87855936,202809763840,1051.62,175523771205,11743326833,0,-13293839705,184183977,25228285170,14491125273,1197285568,1051540529
70,8.45881,0,0,2457857263,2268857361,53730186,51052859,107089,24897909,2916854,233348320,39268736,171356608,430376693,89057760,205728215040,1058.14,178077127593,11899390479,0,-13482839607,188999902,25879743019,14693178577,1210338970,1058518391
71,8.76939,0,0,2479808926,2286254706,55090816,52376444,109310,25251386,2955664,236453120,39543040,173727744,441272838,90270112,208668569600,1061.28,180648679595,12057241472,0,-13676393827,193554220,26539555912,14896753492,1220359665,1065895041
72,8.43917,0,0,2495506030,2319528532,56471531,53720439,111482,25602695,2993999,239519920,39785984,176077888,452329418,91469440,211589539840,1085.15,183204271894,12213368089,0,-13852371325,175977498,27197770683,15099125533,1246754208,1072774324
73,8.37417,0,0,2525485358,2323800622,57872628,55085296,113588,25952879,3031642,242531360,39983808,178397504,463548724,92653888,214500464640,1077.3,185756106985,12366500972,0,-14054056061,201684736,27881920593,15299207148,1245151087,1078649535
74,8.49719,0,0,2530929895,2357968748,59283676,56459925,115762,26306780,3069665,245573200,40224960,180728320,474847978,93844192,217447301120,1086.54,188341290218,12521024946,0,-14227017208,172961147,28551027602,15499396997,1272379789,1085588959
75,8.58706,0,0,2568149787,2368412302,60651784,57791314,118366,26661969,3108343,248667440,40384320,183078400,485805862,95052672,220407265280,1060.61,190933678843,12678419442,0,-14426754693,199737485,29228534363,15700930419,1274175726,1094236576
76,8.61499,0,0,2578595504,2400946386,62109591,59212139,120531,27016854,3147052,251764160,40683392,185445248,497479143,96263072,223364904960,1089.02,193523691673,12835863090,0,-14604403811,177649118,29915867816,15903569135,1299165324,1101781062
77,8.67731,0,0,2612046307,2405324172,63592293,60657562,122737,27372834,3185939,254875120,40948480,187831232,509351789,97480256,226333276160,1130.48,196122657631,12994168411,0,-14811125946,206722135,30625257730,16107812574,1296686628,1108637544
78,8.71831,0,0,2616684921,2422335752,65116860,62144856,124882,27727488,3224888,257991040,41211904,190216832,521559042,98698816,229288622080,1159.15,198708165687,13152645526,0,-15005475115,194349169,31342171495,16312304476,1306829361,1115506391
79,8.58764,0,0,2632099478,2465989112,66648574,63639654,126938,28083712,3263563,261085040,41490176,192579520,533823034,99906624,232259921920,1210.38,201312519662,13309827665,0,-15171585481,166110366,32053309709,16514812410,1343226929,1122762183
80,8.67854,0,0,2673469678,2471755553,68171589,65126139,129070,28435875,3301590,264127200,41630208,194917568,546017814,101099968,235194050560,1179.89,203884249465,13464745936,0,-15373299606,201714125,32785055790,16716363473,1343063867,1128691686
81,8.72821,0,0,2678548895,2503809739,69735608,66653707,131325,28788926,3339470,267157600,41885632,197250432,558541241,102292384,238136698880,1246.18,206465766125,13619084254,0,-15548038762,174739156,33507338370,16916821538,1368782776,1135026963
82,8.81323,0,0,2717096535,2525319502,71241618,68122685,134225,29143842,3378802,270304160,42091392,199620544,570603821,103512064,241094256640,1193.01,209050729259,13778392084,0,-15739815795,191777033,34238168468,17119468428,1379652633,1145666869
83,8.83603,0,0,2735642431,2563827468,72851734,69695889,136485,29499437,3417432,273394560,42418048,201982976,583496049,104721120,244057620480,1238.99,211646355129,13935807125,0,-15911630758,171814963,34995111374,17322346119,1410715361,1153112107
84,8.61012,0,0,2773901384,2551856019,74463319,71270466,138748,29855034,3456001,276480080,42652800,204351552,596400044,105932416,247020236800,1260.44,214241809468,14092895190,0,-16133676123,222045365,35773432052,17525678611,1392002488,1159853531
85,8.55519,0,0,2761489396,2604988527,76098587,72868880,140909,30207386,3494354,279548320,42903488,206710208,609492985,107135488,249952245760,1254.86,216807712909,14249367332,0,-16290176992,156500869,36520352194,17728812862,1438635870,1166352657
86,8.67559,0,0,2814680207,2605276958,77736546,74470083,143151,30560280,3532733,282618640,43157632,209062720,622607867,108334624,252891033600,1249.99,219380219581,14405956820,0,-16499580241,209403249,37306297125,17931566975,1431986734,1173290224
87,8.65408,0,0,2812475214,2627618435,79422291,76119382,145373,30912241,3570528,285642240,43366656,211395328,636104937,109523008,255821864960,1271.12,221949641224,14560168281,0,-16684437020,184856779,38085577532,18133056662,1448619642,1178998793
88,8.75307,0,0,2835297180,2621252302,81112289,77772722,147662,31267094,3608514,288681120,43576256,213741440,649636366,110720096,258780006400,1261.89,224545183706,14715088494,0,-16898481898,214044878,38868409783,18335061957,1436580059,1184672243
89,8.89707,0,0,2847092576,2697433112,82835006,79456241,150207,31622355,3650337,292026960,44011200,216250176,663430827,111999712,261743943680,1295.97,227110739310,14887629896,0,-17048141362,149659464,39641970673,18550130373,1501989011,1195444101
90,8.69486,0,0,2904139401,2725250091,84573467,81158243,152501,31975457,3688084,295046720,44204544,218583552,677349985,113198176,264688977920,1299.56,229694996288,15041700869,0,-17227030672,178889310,40473497113,18751247446,1524216774,1201033317
