#Backup ID,Backup Online Processtime(s),Online Load Times,Online Delta num,Online Size,Offline Size,Offline Delta times,Offline Decompress times,Offline Delete times,Logic chunk num,Unique chunk num,FpIndex size,SfIndex size,Localmap size,Coldmap size,Deltamap size,total logical size,offline_time,online_dedupReduce,online_lz4Reduce,online_deltaReduce,offlineDelta_diff,offlineDelta_sum,offlineReDelta_sum,offlineRelz4_sum,_sum_Delta_size,_sum_Lz4_size
33,11.6061,52694,414176,1506666845,1368558275,13227947,12325303,31787,11980449,1491772,119341760,29120512,57772736,105982407,44271584,98655385600,585.531,84579292563,4402097970,3725315348,-4580121444,138108570,6670474430,5023326304,601805762,766752513
34,11.9021,53935,422974,1549729783,1387565602,13967599,13035664,33706,12328874,1532659,122612720,29486016,59647424,111909218,45530464,101536942080,588.587,87071907152,4531789997,3803393704,-4742285625,162164181,7043755412,5189947058,609411111,778154491
35,11.1544,54949,430109,1577174070,1417392455,14704136,13741566,35873,12678852,1573224,125857920,29775552,61608256,117812349,46790976,104431165440,590.934,89580316150,4668706737,3862682858,-4902067240,159781615,7418212507,5364150029,626432824,790959631
36,12.3119,56428,440760,1584350687,1452755800,15423065,14433703,37626,13027926,1613137,129050960,30130368,63323008,123572546,48042048,107317770240,562.407,92086635126,4787277892,3957439295,-5033662127,131594887,7788581062,5516155259,650241232,802514568
37,11.7785,57639,449890,1627081943,1479323673,16196457,15179064,39514,13379379,1652971,132237680,30587072,65116992,129769122,49278208,110227466240,589.265,94618329844,4912553254,4035839072,-5181420397,147758270,8179069893,5674956241,664612978,814710695
38,12.1518,59057,458731,1647848795,1543303046,16989102,15945002,41275,13728163,1691563,135325040,30901248,66826240,136119087,50457504,113113917440,601.052,97136722306,5033152029,4114773913,-5285966146,104545749,8588842702,5828738804,717139759,826163287
39,12.1044,60385,468120,1706880829,1553888487,17789777,16718728,43109,14076885,1730035,138402800,31235136,68551040,142533657,51660480,116000757760,613.462,99655474725,5149693239,4202742821,-5438958488,152992342,9036326422,5978369058,718400913,835487574
40,11.8187,61650,477136,1722993519,1584750648,18610247,17511203,45050,14428208,1769259,141540720,31557440,70342784,149107122,52886208,118909593600,627.582,102191448230,5271342924,4284850439,-5577201359,138242871,9478318269,6134755532,739925164,844825484
41,12.0928,63033,487577,1745681236,1594984974,19428735,18303596,46881,14776888,1807925,144634000,31888448,72012928,155664173,54095776,121795717120,624.973,104708910404,5386395287,4377528834,-5727897621,150696262,9932125613,6282366918,740599965,854385009
42,12.404,64539,498768,1753600402,1625532854,20251733,19101099,48794,15125521,1846954,147756320,32222272,73644608,162257722,55310176,124680949760,626.761,107222820566,5499724397,4476906774,-5855965169,128067548,10366165274,6426775614,761126205,864406649
